,LastTradingPrice,ClosingPrice,LastUpdate,Day'sRange,Change*,Day'sValue(mn),OpeningPrice,Day'sVolume(Nos,AdjustedOpeningPrice,Day'sTrade(Nos,Yesterday'sClosingPrice,MarketCapitalization(mn),Paid-upCapital(mn),TypeofInstrument,Face/parValue,MarketLot,TotalNo,Sector,Reserve&SurpluswithoutOCI(mn),OtherComprehensiveIncome(OCI)(mn),MarketCategory,ElectronicShare
407,36.2,36.2,3:45PM,2.8999999999999986,-0.7,0.43,38.6,11921.0,36.9,69.0,36.9,659.322,178.68,Equity,10.0,1.0,17867800.0,Textile,12.3,43.4,B,Y
408,350.3,350.3,3:45PM,7.899999999999977,-1.8,12.32,354.0,35050.0,352.1,417.0,352.1,5368.117,152.46,Equity,10.0,1.0,15246000.0,Engineering,5.4,438.1,A,Y
409,44.4,44.2,3:45PM,1.2000000000000028,-0.3,2.94,44.8,66383.0,44.7,158.0,44.7,4586.22,1026.0,Equity,10.0,1.0,102600000.0,Fuel&Power,513.7,58.2,A,Y
410,132.5,133.1,3:45PM,4.400000000000006,-3.7,2.09,135.0,15525.0,136.2,105.0,136.2,776.667,57.02,Equity,10.0,1.0,5702400.0,Food&Allied,442.4,164.7,A,Y
411,239.9,239.9,3:45PM,8.800000000000011,0.1,0.5,245.0,2094.0,239.8,42.0,239.8,2697.75,113.0,Equity,10.0,1.0,11250000.0,TanneryIndustries,2630.6,304.2,A,Y
412,115.3,112.9,3:45PM,7.5,-1.5,0.88,110.2,7697.0,116.8,101.0,116.8,981.12,84.0,Equity,10.0,1.0,8400000.0,Textile,364.5,141.5,A,Y
413,118.6,118.9,3:45PM,0.9000000000000057,-0.6,0.29,118.7,2423.0,119.2,15.0,119.2,1816.608,152.4,Equity,10.0,1.0,15240000.0,TanneryIndustries,405.5,133.8,A,Y
414,8.7,8.7,3:45PM,0.20000000000000107,0.0,4.84,8.7,552350.0,8.7,330.0,8.7,3491.385,4013.09,Equity,10.0,1.0,401308600.0,Engineering,2654.2,9.6,B,Y
415,291.0,295.6,3:45PM,16.0,0.7,3.09,290.3,10489.0,290.3,139.0,290.3,1741.8,60.0,Equity,10.0,1.0,6000000.0,Miscellaneous,804.9,248.7,A,Y
416,34.3,34.3,3:45PM,2.6999999999999957,-3.7,6.58,36.9,188705.0,38.0,425.0,38.0,1287.44,338.8,Equity,10.0,1.0,33880000.0,Cement,-625.5,18.5,Z,Y
417,18.8,18.7,3:45PM,0.3999999999999986,0.2,4.85,18.7,258104.0,18.6,188.0,18.6,2460.312,1322.75,Equity,10.0,1.0,132274863.0,Textile,1374.7,25.3,A,Y
418,86.3,86.3,3:45PM,5.200000000000003,-1.4,12.97,89.0,148289.0,87.7,417.0,87.7,4128.027,470.69,Equity,10.0,1.0,47069858.0,Insurance,271.9,94.5,A,Y
419,64.2,64.2,3:45PM,1.9000000000000057,-0.3,5.13,65.0,79271.0,64.5,114.0,64.5,2731.575,423.5,Equity,10.0,1.0,42350000.0,Insurance,347.6,62.8,A,Y
420,10.4,10.3,3:45PM,0.3999999999999986,-0.2,5.29,10.6,506853.0,10.6,125.0,10.6,654.932,617.86,MutualFund,10.0,1.0,61786050.0,MutualFunds,119.8,11.2,A,Y
421,102.5,102.9,3:45PM,0.9000000000000057,-0.8,0.14,102.1,1392.0,103.3,12.0,103.3,3422.03,331.27,Equity,10.0,1.0,33127108.0,Engineering,3860.3,120.3,B,Y
422,84.2,84.6,3:45PM,2.9000000000000057,-0.4,1.8,84.0,21098.0,84.6,164.0,84.6,452.367,53.47,Equity,10.0,1.0,5347125.0,Engineering,-236.2,149.1,B,Y
423,113.1,113.1,3:45PM,7.0,-0.2,1.18,118.0,10453.0,113.3,75.0,113.3,863.872,76.25,Equity,10.0,1.0,7624644.0,Food&Allied,86.1,136.8,A,Y
424,21.4,21.3,3:45PM,0.5,-0.4,9.25,21.8,427650.0,21.8,166.0,21.8,25416.77,11659.1,Equity,10.0,1.0,1165906860.0,Bank,15549.3,17.2,A,Y
425,25.2,25.2,3:45PM,1.0,-0.3,16.35,25.6,643673.0,25.5,510.0,25.5,6004.374,2354.66,Equity,10.0,1.0,235465662.0,Fuel&Power,1076.5,30.5,A,Y
426,884.4,884.1,3:45PM,25.899999999999977,13.2,0.59,875.0,675.0,871.2,33.0,871.2,11918.016,136.8,Equity,10.0,1.0,13680000.0,TanneryIndustries,3525.4,693.2,A,Y
427,634.8,634.8,3:45PM,17.200000000000045,-12.8,189.51,648.2,295947.0,647.6,3840.0,647.6,349704.0,5400.0,Equity,10.0,1.0,540000000.0,Food&Allied,28680.3,529.0,A,Y
428,34.3,34.3,3:45PM,1.7000000000000028,-0.9,52.22,35.3,1509654.0,35.2,938.0,35.2,4959.273,1408.88,Equity,10.0,1.0,140888443.0,FinancialInstitutions,1260.3,21.2,A,Y
429,16.7,16.4,3:45PM,0.6999999999999993,0.1,2.13,16.7,129369.0,16.6,133.0,16.6,2704.634,1629.3,Equity,10.0,1.0,162929733.0,Engineering,807.1,21.9,A,Y
430,57.6,57.6,3:45PM,1.5,0.6,41.45,57.0,719756.0,57.0,634.0,57.0,10945.539,1920.27,Equity,10.0,1.0,192027000.0,Engineering,3756.8,80.8,A,Y
431,0,123.5,3:45PM,0,0,0,0,0,123.5,0,123.5,534.263,43.26,Equity,10.0,1.0,4326013.0,Engineering,-13.9,167.5,A,Y
432,23.7,23.7,3:45PM,1.0,-0.1,7.14,24.4,299695.0,23.8,271.0,23.8,1293.961,543.68,Equity,10.0,1.0,54368095.0,ITSector,149.1,27.9,A,Y
433,62.4,62.4,3:45PM,3.5999999999999943,-0.6,161.31,62.5,2479239.0,63.0,593.0,63.0,11187.627,1775.81,Equity,10.0,1.0,177581384.0,FinancialInstitutions,1216.6,29.4,A,Y
434,172.4,172.4,3:45PM,4.0,-1.7,5.91,172.8,34217.0,174.1,348.0,174.1,1631.423,94.0,Equity,10.0,1.0,9370608.0,Engineering,660.3,242.4,A,Y
435,0,5.2,3:45PM,0,0,0,0,0,5.2,0,5.2,508.502,977.89,Equity,10.0,1.0,97788913.0,Travel&Leisure,-1639.2,5.2,Z,Y
436,19.2,19.2,3:45PM,0.8999999999999986,-0.3,18.34,19.5,941721.0,19.5,673.0,19.5,2491.617,1277.75,Equity,10.0,1.0,127775250.0,Engineering,1591.3,29.2,B,Y
437,16.4,16.2,3:45PM,0.5999999999999979,0.0,0.35,16.7,21605.0,16.4,40.0,16.4,710.929,433.49,Equity,10.0,1.0,43349305.0,Fuel&Power,64.9,13.5,Z,Y
438,25.2,25.2,3:45PM,2.1999999999999993,0.2,27.73,25.1,1075775.0,25.0,712.0,25.0,1035.026,414.0,Equity,10.0,1.0,41401021.0,Food&Allied,20.9,15.6,Z,Y
439,220.3,220.3,3:45PM,8.200000000000017,0.2,21.21,215.6,96231.0,220.1,307.0,220.1,50843.1,2310.0,Equity,10.0,1.0,231000000.0,Pharmaceuticals&Chemicals,2320.8,72.9,B,Y
440,22.4,22.4,3:45PM,1.6999999999999993,-0.8,5.1,23.3,222518.0,23.2,218.0,23.2,2122.243,914.76,Equity,10.0,1.0,91476000.0,Engineering,837.7,27.5,B,Y
441,1770.1,1770.1,3:45PM,20.0,8.8,0.4,1761.3,225.0,1761.3,34.0,1761.3,81685.36,463.78,Equity,10.0,1.0,46377880.0,Miscellaneous,10329.9,1759.5,A,Y
442,0,175.6,3:45PM,0,0,0,0,0,175.6,0,175.6,153881.595,8763.19,Equity,10.0,1.0,876318879.0,Miscellaneous,52434.3,137.2,B,Y
443,51.2,51.2,3:45PM,1.2999999999999972,0.4,8.14,52.0,157633.0,50.8,268.0,50.8,2744.585,540.27,Equity,10.0,1.0,54027255.0,Insurance,261.8,35.8,A,Y
444,7.0,7.2,3:45PM,0.7000000000000002,-0.7,0.22,7.7,30802.0,7.7,18.0,7.7,775.236,1006.79,Equity,10.0,1.0,100679944.0,FinancialInstitutions,-7692.0,5.7,Z,Y
445,120.9,120.9,3:45PM,9.600000000000009,0.6,3.81,120.3,31109.0,120.3,173.0,120.3,5323.275,442.5,Equity,10.0,1.0,44250000.0,Insurance,450.0,73.4,A,Y
446,45.7,45.6,3:45PM,0.8999999999999986,1.0,1.7,45.5,37431.0,44.7,72.0,44.7,7768.477,1737.91,Equity,10.0,1.0,173791441.0,Paper&Printing,4249.5,52.0,A,Y
447,38.6,38.6,3:45PM,0.8999999999999986,0.2,17.7,38.4,457136.0,38.4,641.0,38.4,6643.027,1729.95,Equity,10.0,1.0,172995488.0,Fuel&Power,1290.1,51.4,N,Y
448,55.9,55.9,3:45PM,1.2000000000000028,-0.4,209.44,56.3,3718818.0,56.3,2198.0,56.3,78379.306,13921.7,Equity,10.0,1.0,1392172399.0,Bank,30792.5,40.8,A,Y
449,45.6,45.6,3:45PM,0.8999999999999986,-0.1,6.58,45.9,143833.0,45.7,281.0,45.7,6970.851,1525.35,Equity,10.0,1.0,152535040.0,Miscellaneous,2374.0,45.7,A,Y
450,179.9,179.9,3:45PM,3.0,0.0,25.44,179.6,141132.0,179.9,325.0,179.9,29666.501,1649.06,Equity,10.0,1.0,164905510.0,Telecommunication,4377.7,218.5,A,Y
451,104.9,104.9,3:45PM,3.5,1.3,21.64,102.5,205695.0,103.6,400.0,103.6,30933.367,2985.85,Equity,10.0,1.0,298584626.0,Engineering,20718.5,111.0,A,Y
452,70.2,70.2,3:45PM,2.0,0.3,9.07,69.9,129014.0,69.9,218.0,69.9,26279.08,3759.53,Equity,10.0,1.0,375952500.0,Engineering,17610.5,72.4,A,Y
453,0,215.5,3:45PM,0,0,0,0,0,215.5,0,215.5,96137.155,4461.12,Equity,10.0,1.0,446112090.0,Pharmaceuticals&Chemicals,22766.1,240.3,A,Y
454,0,8.4,3:45PM,0,0,0,0,0,8.4,0,8.4,728.384,867.12,Equity,10.0,1.0,86712359.0,Pharmaceuticals&Chemicals,-988.3,8.4,Z,Y
455,10.6,10.7,3:45PM,0.40000000000000036,-0.4,5.17,11.0,480539.0,11.0,129.0,11.0,551.441,501.0,MutualFund,10.0,1.0,50131000.0,MutualFunds,90.6,11.8,A,Y
456,19.0,19.0,3:45PM,0.8000000000000007,-0.6,7.5,19.6,394095.0,19.6,215.0,19.6,1310.329,668.53,MutualFund,10.0,1.0,66853500.0,MutualFunds,108.6,19.2,A,Y
457,52.7,52.1,3:45PM,1.6000000000000014,0.8,3.86,52.9,73163.0,51.9,187.0,51.9,2758.216,531.45,Equity,10.0,1.0,53144823.0,Insurance,649.2,65.0,A,Y
458,12.5,12.5,3:45PM,0.40000000000000036,0.3,3.47,12.3,280041.0,12.2,215.0,12.2,1461.57,1198.01,Equity,10.0,1.0,119800844.0,Pharmaceuticals&Chemicals,-407.3,18.9,B,Y
459,29.0,29.0,3:45PM,1.2000000000000028,-1.1,65.81,30.0,2234468.0,30.1,978.0,30.1,32122.9,10672.1,Equity,10.0,1.0,1067205994.0,Bank,17784.0,25.7,A,Y
460,43.7,43.7,3:45PM,2.0,0.2,24.73,44.0,558234.0,43.5,660.0,43.5,2965.226,681.66,Equity,10.0,1.0,68166122.0,Insurance,378.1,22.4,A,Y
461,7.9,7.8,3:45PM,0.5,0.1,12.26,7.9,1585895.0,7.8,273.0,7.8,1866.665,2393.16,Equity,10.0,1.0,239316000.0,Textile,1247.8,8.5,Z,N
462,117.9,117.9,3:45PM,1.9000000000000057,0.6,13.47,119.0,114377.0,117.3,380.0,117.3,9176.934,782.35,Equity,10.0,1.0,78234731.0,Cement,3531.5,160.2,A,Y
463,47.0,47.0,3:45PM,1.7000000000000028,0.6,10.8,47.1,227605.0,46.4,384.0,46.4,1930.486,416.05,Equity,10.0,1.0,41605311.0,Insurance,287.0,33.4,A,Y
464,33.2,33.2,3:45PM,1.0,-0.1,2.79,32.8,84411.0,33.3,90.0,33.3,2097.9,630.0,Equity,10.0,1.0,63000000.0,Engineering,77.9,42.3,A,Y
465,53.7,53.7,3:45PM,3.1000000000000014,-0.4,7.19,55.0,132819.0,54.1,274.0,54.1,2164.0,400.0,Equity,10.0,1.0,40000000.0,Insurance,439.1,34.2,A,Y
466,177.8,177.8,3:45PM,8.099999999999994,-4.1,17.12,183.5,95338.0,181.9,694.0,181.9,4592.066,252.45,Equity,10.0,1.0,25245000.0,Fuel&Power,62.4,235.6,B,Y
467,23.4,23.4,3:45PM,1.5,0.1,26.11,23.8,1092047.0,23.3,623.0,23.3,2030.675,871.53,Equity,10.0,1.0,87153453.0,Textile,-142.5,8.7,B,Y
468,60.5,60.5,3:45PM,7.200000000000003,-1.7,0.76,62.5,12508.0,62.2,59.0,62.2,3104.543,499.12,Equity,10.0,1.0,49912262.0,ITSector,187.4,72.8,A,Y
469,80.0,80.0,3:45PM,1.9000000000000057,-0.8,10.13,81.0,125320.0,80.8,312.0,80.8,14322.929,1772.64,Equity,10.0,1.0,177263968.0,FinancialInstitutions,4603.8,92.6,A,Y
470,7.9,7.9,3:45PM,0.1999999999999993,-0.1,2.62,8.0,330001.0,8.0,43.0,8.0,960.0,1200.0,MutualFund,10.0,1.0,120000000.0,MutualFunds,214.8,7.9,A,Y
471,215.3,215.3,3:45PM,8.5,-0.7,306.04,216.3,1409715.0,216.0,3336.0,216.0,26730.0,1237.5,Equity,10.0,1.0,123750000.0,Insurance,0.0,0,A,Y
472,9.0,9.0,3:45PM,0.40000000000000036,0.1,6.83,9.0,752557.0,8.9,311.0,8.9,1481.689,1664.82,Equity,10.0,1.0,166481964.0,Textile,515.9,11.8,B,Y
473,36.8,36.8,3:45PM,0.5,-0.1,0.38,37.0,10239.0,36.9,47.0,36.9,14670.326,3975.7,Equity,10.0,1.0,397569804.0,Fuel&Power,14613.6,41.4,A,Y
474,21.7,21.7,3:45PM,1.0,-0.4,17.66,22.1,804867.0,22.1,542.0,22.1,1356.17,613.65,Equity,10.0,1.0,61365150.0,Engineering,29.7,23.8,B,Y
475,39.4,39.4,3:45PM,1.0,0.4,6.81,39.8,171312.0,39.0,317.0,39.0,1560.0,400.0,Equity,10.0,1.0,40000000.0,Insurance,46.2,22.5,A,Y
476,15.5,15.3,3:45PM,1.0,-0.7,64.71,16.2,4104987.0,16.2,980.0,16.2,15383.921,9496.25,Equity,10.0,1.0,949624754.0,Bank,9938.2,12.0,A,Y
477,74.3,74.3,3:45PM,3.0,0.7,6.58,74.0,87716.0,73.6,237.0,73.6,2953.2,401.25,Equity,10.0,1.0,40125000.0,Insurance,849.3,41.0,A,Y
478,26.9,26.9,3:45PM,1.0999999999999979,-0.2,8.71,27.1,321753.0,27.1,474.0,27.1,2780.46,1026.0,Equity,10.0,1.0,102600000.0,Engineering,429.8,0,A,Y
479,67.3,67.3,3:45PM,2.5999999999999943,1.4,25.35,66.3,380834.0,65.9,675.0,65.9,9515.095,1443.87,Equity,10.0,1.0,144386880.0,Fuel&Power,4059.4,85.8,A,Y
480,135.7,135.7,3:45PM,4.599999999999994,1.9,1.86,138.6,13633.0,133.8,165.0,133.8,1008.164,75.35,Equity,10.0,1.0,7534856.0,Textile,71.2,226.9,A,Y
481,16.2,16.2,3:45PM,0.8000000000000007,0.2,16.09,15.9,987832.0,16.0,500.0,16.0,3212.088,2007.56,Equity,10.0,1.0,200755500.0,Textile,1305.3,23.6,A,Y
482,49.7,49.7,3:45PM,6.799999999999997,-2.2,0.08,47.1,1521.0,51.9,20.0,51.9,392.188,75.57,Equity,10.0,1.0,7556600.0,Textile,-349.5,59.7,Z,Y
483,89.3,89.3,3:45PM,5.200000000000003,-5.2,109.89,93.9,1211750.0,94.5,1894.0,94.5,59771.25,6325.0,Equity,10.0,1.0,632500000.0,Bank,25920.6,57.0,A,Y
484,114.1,114.1,3:45PM,5.400000000000006,0.1,34.25,114.3,296840.0,114.0,812.0,114.0,4914.556,431.1,Equity,10.0,1.0,43110144.0,Insurance,1140.8,94.0,A,Y
485,39.2,39.2,3:45PM,1.1000000000000014,0.0,14.04,39.3,355277.0,39.2,307.0,39.2,3288.119,838.81,Equity,10.0,1.0,83880582.0,Insurance,897.3,26.5,A,Y
486,2260.0,2260.8,3:45PM,38.0,-1.8,9.65,2297.0,4252.0,2261.8,514.0,2261.8,2248.229,9.94,Equity,10.0,1.0,994000.0,Fuel&Power,168.4,1133.7,A,Y
487,39.9,39.9,3:45PM,1.2000000000000028,-0.5,12.5,41.0,311528.0,40.4,309.0,40.4,38536.125,9538.64,Equity,10.0,1.0,953864468.0,Bank,19910.4,36.3,A,Y
488,7.8,7.8,3:45PM,0.39999999999999947,-0.1,2.82,8.0,356427.0,7.9,98.0,7.9,1143.558,1447.54,MutualFund,10.0,1.0,144754222.0,MutualFunds,188.4,7.9,A,Y
489,6.7,6.7,3:45PM,0.20000000000000018,0.0,3.73,6.8,556261.0,6.7,76.0,6.7,1502.551,2242.61,MutualFund,10.0,1.0,224261303.0,MutualFunds,394.8,6.6,A,Y
490,122.0,121.6,3:45PM,3.9000000000000057,-4.6,0.74,124.0,6076.0,126.6,34.0,126.6,3342.24,264.0,Equity,10.0,1.0,26400000.0,Engineering,134.8,151.0,B,Y
491,56.9,56.9,3:45PM,2.8999999999999986,-2.2,4.56,59.0,79058.0,59.1,177.0,59.1,4432.5,750.0,Equity,10.0,1.0,75000000.0,ITSector,540.5,63.0,N,Y
492,51.6,51.6,3:45PM,1.3000000000000043,-0.7,5.21,52.1,100336.0,52.3,198.0,52.3,4881.952,933.45,Equity,10.0,1.0,93345153.0,Services&RealEstate,5631.2,62.4,A,Y
493,35.0,35.0,3:45PM,1.7999999999999972,0.0,13.11,35.2,369817.0,35.0,556.0,35.0,2281.911,651.97,Equity,10.0,1.0,65197464.0,Insurance,192.6,24.1,N,Y
494,31.1,31.1,3:45PM,1.4000000000000021,-1.3,3.6,32.1,115004.0,32.4,211.0,32.4,1934.717,597.14,Equity,10.0,1.0,59713500.0,Food&Allied,338.3,41.2,Z,Y
495,44.1,44.1,3:45PM,1.0,-0.9,0.27,45.0,6021.0,45.0,20.0,45.0,7548.065,1677.35,Equity,10.0,1.0,167734767.0,Textile,3648.1,46.4,A,Y
496,42.0,42.0,3:45PM,0.8000000000000043,0.2,6.68,42.0,158620.0,41.8,255.0,41.8,7948.822,1901.63,Equity,10.0,1.0,190163216.0,Fuel&Power,5345.7,53.1,N,Y
497,34.1,34.1,3:45PM,0.6000000000000014,0.1,4.36,34.3,127837.0,34.0,123.0,34.0,4586.458,1348.96,Equity,10.0,1.0,134895833.0,Textile,4374.4,42.0,A,Y
498,10.4,10.4,3:45PM,0.5,0.1,7.93,10.8,753855.0,10.3,285.0,10.3,1884.406,1829.52,Equity,10.0,1.0,182952000.0,Textile,526.4,14.1,A,Y
499,7.0,7.0,3:45PM,0.20000000000000018,-0.1,4.55,7.1,641232.0,7.1,146.0,7.1,1017.12,1432.56,MutualFund,10.0,1.0,143256343.0,MutualFunds,208.5,7.0,A,Y
500,13.6,13.6,3:45PM,0.6999999999999993,-0.6,66.09,14.2,4783802.0,14.2,1112.0,14.2,20555.314,14475.6,Equity,10.0,1.0,1447557344.0,Bank,16116.1,11.3,A,Y
501,4.4,4.4,3:45PM,0.1999999999999993,-0.1,3.55,4.6,798308.0,4.5,226.0,4.5,1593.722,3541.6,Equity,10.0,1.0,354160388.0,Textile,523.9,4.0,Z,Y
502,12.1,12.1,3:45PM,0.3000000000000007,0.0,6.21,12.1,512419.0,12.1,295.0,12.1,2638.93,2180.93,Equity,10.0,1.0,218093423.0,Pharmaceuticals&Chemicals,864.7,15.8,A,Y
503,6.7,6.7,3:45PM,0.09999999999999964,0.0,0.41,6.7,60921.0,6.7,21.0,6.7,1099.224,1640.63,Equity,10.0,1.0,164063330.0,FinancialInstitutions,-1173.8,2.4,Z,Y
504,51.1,51.1,3:45PM,2.1000000000000014,-0.3,1.24,52.7,24201.0,51.4,62.0,51.4,3841.777,747.43,Equity,10.0,1.0,74742751.0,Insurance,0.0,2513.25,A,Y
505,6.9,6.9,3:45PM,0.1999999999999993,-0.1,6.73,7.0,963995.0,7.0,150.0,7.0,1043.542,1490.77,Equity,10.0,1.0,149077364.0,FinancialInstitutions,-1202.8,4.8,B,Y
506,5.8,5.8,3:45PM,0.20000000000000018,-0.1,9.14,5.9,1575327.0,5.9,173.0,5.9,4579.267,7761.0,MutualFund,10.0,1.0,776147028.0,MutualFunds,758.1,5.7,A,Y
507,36.0,36.0,3:45PM,1.2000000000000028,0.2,7.54,36.3,207988.0,35.8,388.0,35.8,2543.219,710.4,Equity,10.0,1.0,71039643.0,Insurance,128.6,18.5,A,Y
508,16.3,16.3,3:45PM,0.5999999999999979,0.1,12.64,16.2,773556.0,16.2,376.0,16.2,3543.656,2187.44,Equity,10.0,1.0,218744171.0,Textile,1539.4,18.8,A,Y
509,37.7,37.7,3:45PM,1.2999999999999972,0.7,0.98,37.5,25996.0,37.0,89.0,37.0,517.035,139.74,Equity,10.0,1.0,13973920.0,Food&Allied,11.5,53.7,B,Y
510,7.3,7.2,3:45PM,0.40000000000000036,0.1,1.13,7.3,155704.0,7.2,55.0,7.2,853.522,1185.0,Equity,10.0,1.0,118544663.0,FinancialInstitutions,-192.0,5.1,Z,Y
511,14.5,14.5,3:45PM,1.1000000000000014,-0.3,465.72,14.8,31643436.0,14.8,4970.0,14.8,14743.734,9961.98,Equity,10.0,1.0,996198211.0,Bank,7983.5,9.3,A,Y
512,0,0,3:45PM,0,0,0,0,0,0,0,0,0.0,1547.96,Unknown,10.0,1.0,154795704.0,TanneryIndustries,461.0,74.1,0,Y
513,16.1,16.1,3:45PM,0.6999999999999993,-0.3,8.47,16.3,519944.0,16.4,404.0,16.4,2234.813,1362.69,Equity,10.0,1.0,136269093.0,CeramicsSector,128.8,12.0,B,Y
514,14.1,14.1,3:45PM,1.1000000000000014,0.7,15.21,13.2,1092153.0,13.4,723.0,13.4,1485.246,1108.39,Equity,10.0,1.0,110839284.0,Food&Allied,222.4,16.7,B,Y
515,34.9,34.9,3:45PM,1.3999999999999986,-1.2,14.98,35.0,427869.0,36.1,396.0,36.1,3675.108,1018.04,Equity,10.0,1.0,101803548.0,Fuel&Power,144.6,47.1,A,Y
516,0,242.4,3:45PM,0,0,0,0,0,242.4,0,242.4,1138.386,46.96,Equity,10.0,1.0,4696312.0,Food&Allied,-46.0,218.4,A,Y
517,171.3,171.3,3:45PM,14.300000000000011,4.1,197.83,173.4,1174500.0,167.2,1659.0,167.2,17259.053,1032.24,Equity,10.0,1.0,103224000.0,ITSector,610.1,122.7,A,Y
518,0,5.2,3:45PM,0,0,0,0,0,5.2,0,5.2,2573.868,4949.75,Equity,10.0,1.0,494974556.0,Textile,702.0,7.3,Z,Y
519,16.8,16.7,3:45PM,0.7999999999999972,-0.3,5.74,17.4,337627.0,17.1,247.0,17.1,3690.823,2158.0,Equity,10.0,1.0,215837622.0,Food&Allied,1081.7,20.5,A,Y
520,31.8,32.0,3:45PM,2.099999999999998,-0.5,0.35,33.9,10751.0,32.3,42.0,32.3,2325.6,720.0,Equity,10.0,1.0,72000000.0,Pharmaceuticals&Chemicals,2117.8,42.3,B,Y
521,48.8,48.8,3:45PM,2.5,1.0,32.03,48.0,650658.0,47.8,939.0,47.8,1938.374,405.52,Equity,10.0,1.0,40551763.0,Insurance,111.6,30.7,A,Y
522,20.7,20.7,3:45PM,1.1999999999999993,0.1,86.06,21.3,4064021.0,20.6,1625.0,20.6,3537.633,1717.3,Equity,10.0,1.0,171729772.0,Engineering,633.8,17.6,B,Y
523,359.9,359.9,3:45PM,2.3999999999999773,0.1,17.17,360.0,47698.0,359.8,378.0,359.8,485837.948,13503.0,Equity,10.0,1.0,1350300022.0,Telecommunication,31219.8,328.5,A,Y
524,0,64.9,3:45PM,0,0,0,0,0,64.9,0,64.9,25772.172,3971.06,Equity,10.0,1.0,397105891.0,Engineering,1347.2,59.0,A,Y
525,104.5,104.5,3:45PM,3.4000000000000057,-1.7,2.87,106.2,27396.0,106.2,172.0,106.2,948.163,89.28,Equity,10.0,1.0,8928091.0,Miscellaneous,985.8,125.1,A,Y
526,16.8,16.8,3:45PM,0.3000000000000007,-0.2,6.08,17.1,359232.0,17.0,106.0,17.0,3100.764,1823.98,MutualFund,10.0,1.0,182397902.0,MutualFunds,1084.9,17.0,A,Y
527,7.8,7.8,3:45PM,0.20000000000000018,-0.1,3.73,7.9,477339.0,7.9,59.0,7.9,1185.0,1500.0,MutualFund,10.0,1.0,150000000.0,MutualFunds,254.0,7.9,A,Y
528,99.7,99.7,3:45PM,2.3999999999999915,-0.3,10.04,101.8,99735.0,100.0,283.0,100.0,10018.819,1001.88,Equity,10.0,1.0,100188194.0,Insurance,5354.2,52.4,A,Y
529,23.2,23.2,3:45PM,0.8999999999999986,-0.6,31.38,23.7,1338048.0,23.8,762.0,23.8,3738.232,1570.69,Equity,10.0,1.0,157068585.0,FinancialInstitutions,1556.8,15.1,A,Y
530,51.2,50.5,3:45PM,2.6999999999999957,0.1,5.87,52.9,115206.0,51.1,418.0,51.1,970.9,190.0,Equity,10.0,1.0,19000000.0,Paper&Printing,305.1,80.1,B,Y
531,280.9,280.2,3:45PM,9.199999999999989,-4.9,2.8,280.1,10019.0,285.8,130.0,285.8,16148.726,565.04,Equity,10.0,1.0,56503590.0,Cement,3283.0,170.3,A,Y
532,29.7,29.7,3:45PM,1.1999999999999993,0.5,33.14,29.8,1113790.0,29.2,748.0,29.2,2658.874,910.57,Equity,10.0,1.0,91057312.0,Textile,1761.6,21.8,A,Y
533,65.5,64.9,3:45PM,2.8999999999999986,0.8,1.9,65.8,29385.0,64.7,91.0,64.7,1636.91,253.0,Equity,10.0,1.0,25300000.0,Textile,829.3,78.9,A,Y
534,45.7,45.0,3:45PM,2.0,0.2,3.61,45.6,79175.0,45.5,150.0,45.5,2548.0,560.0,Equity,10.0,1.0,56000000.0,Textile,1147.6,46.5,A,Y
535,269.1,270.5,3:45PM,4.0,0.8,1.87,268.3,6892.0,268.3,45.0,268.3,8382.665,312.44,Equity,10.0,1.0,31243627.0,Pharmaceuticals&Chemicals,1834.1,273.1,A,Y
536,18.4,18.4,3:45PM,1.3000000000000007,-1.3,36.99,19.2,2021183.0,19.7,591.0,19.7,2240.622,1137.37,Equity,10.0,1.0,113737140.0,Pharmaceuticals&Chemicals,380.2,23.4,A,Y
537,121.1,121.1,3:45PM,4.0,-0.8,7.63,122.2,62384.0,121.9,234.0,121.9,98228.913,8058.16,Equity,10.0,1.0,805815527.0,FinancialInstitutions,27795.7,155.9,A,Y
538,6.9,6.9,3:45PM,0.20000000000000018,0.0,1.56,6.8,226514.0,6.9,41.0,6.9,690.0,1000.0,MutualFund,10.0,1.0,100000000.0,MutualFunds,-537.6,6.9,A,Y
539,9.0,9.0,3:45PM,0.1999999999999993,-0.1,0.25,9.2,28011.0,9.1,11.0,9.1,893.174,982.0,MutualFund,10.0,1.0,98151000.0,MutualFunds,-240.8,9.2,A,Y
540,11.0,11.0,3:45PM,0.5,0.1,6.38,11.0,587824.0,10.9,136.0,10.9,545.0,500.0,MutualFund,10.0,1.0,50000000.0,MutualFunds,-306.5,14.1,A,Y
541,7.4,7.4,3:45PM,0.20000000000000018,0.0,0.18,7.3,24155.0,7.4,15.0,7.4,555.0,750.0,MutualFund,10.0,1.0,75000000.0,MutualFunds,-425.1,7.7,A,Y
542,5.7,5.6,3:45PM,0.2999999999999998,-0.1,5.49,5.8,972167.0,5.8,211.0,5.8,3855.273,6647.02,Equity,10.0,1.0,664702300.0,Bank,-18306.3,4.0,Z,Y
543,8.0,8.1,3:45PM,0.1999999999999993,-0.1,0.39,8.1,48045.0,8.1,32.0,8.1,810.0,1000.0,MutualFund,10.0,1.0,100000000.0,MutualFunds,-381.1,8.5,A,Y
